r_A,g_r,pmf_kcal_mol
4.420926198467815,1.2560113670789375,-0.13588965740986594
4.4366870761807125,1.1877176404895515,-0.10255971269971068
4.452447953893611,1.2088070090872665,-0.11305239716370323
4.468208831606509,1.141743376587478,-0.07902496975222982
4.483969709319406,1.2500112959121972,-0.1330349213416331
4.499730587032304,1.0392027856123778,-0.0229247045929674
4.515491464745201,1.2612856468209845,-0.13838783357433695
4.5312523424580995,1.1386606854915142,-0.07741316589211358
4.547013220170998,0.9894331232677255,0.006333081920147951
4.562774097883895,1.3195041503901928,-0.16528929132860107
4.578534975596792,1.5892514779218112,-0.2761795214383171
4.59429585330969,1.4122224221563175,-0.20577378196221432
4.610056731022588,1.3200778505576978,-0.16554843675600112
4.625817608735486,1.5842431313482694,-0.27429782009640846
4.641578486448383,1.6277612495474054,-0.29045309227089916
4.657339364161281,1.5359247594753591,-0.25583224774720714
4.673100241874179,1.5255818710189228,-0.25180413132828966
4.688861119587077,1.5685130385884747,-0.2683488987355457
4.7046219972999745,1.9013141920606773,-0.3830606125370399
4.720382875012872,2.0460253788179505,-0.42679127106115117
4.73614375272577,1.9282033669613512,-0.3914327099546708
4.751904630438668,1.941318096349705,-0.39547379008018807
4.767665508151565,2.134211272827529,-0.4519481301060543
4.783426385864463,2.1968031272302455,-0.4691807835460352
4.799187263577361,1.6241100745001256,-0.2891143616109709
4.814948141290259,1.7899710310301045,-0.34708473183508215
4.830709019003157,1.6280303030620702,-0.2905516239317943
4.846469896716054,1.7916465765986538,-0.34764252191172823
4.8622307744289515,1.483375166035605,-0.23507830153978274
4.87799165214185,2.0633270517670836,-0.43181135524685693
4.893752529854748,1.586354492502793,-0.27509181037725905
4.909513407567645,1.3821935159651957,-0.19296054356868747
4.925274285280542,1.903431043056784,-0.38372398658486473
4.94103516299344,2.298297502262368,-0.4961066754780816
4.9567960407063385,1.6176245069949797,-0.28672894173002494
4.972556918419236,1.891042837045259,-0.37983127597100774
4.988317796132134,1.43282290542293,-0.2144073344497125
5.004078673845031,1.937317246619331,-0.39424389753740363
5.019839551557929,2.0643400918532855,-0.4321039831235445
5.035600429270827,1.9131388168317676,-0.38675676787693014
5.051361306983725,2.405156550445056,-0.5232000349925755
5.067122184696622,2.6406215010945626,-0.5788810833304567
5.08288306240952,2.013449267940227,-0.4172230225041753
